# Time-averaged data for fix ave_time
# TimeStep v_kinetic_energy v_potential_energy
5860 1.48208 14.5322
5870 1.49185 14.5322
5880 1.4912 14.5321
5890 1.50925 14.5321
5900 1.51257 14.532
5910 1.50521 14.5319
5920 1.50044 14.5318
5930 1.50149 14.5316
5940 1.50209 14.5314
5950 1.49443 14.5313
5960 1.49303 14.5312
5970 1.48699 14.5312
5980 1.49873 14.5311
5990 1.50963 14.5312
6000 1.50851 14.5312
6010 1.51438 14.5312
6020 1.51758 14.5312
6030 1.52522 14.5312
6040 1.52318 14.5312
6050 1.51994 14.5311
6060 1.51381 14.5311
6070 1.50553 14.5312
6080 1.51156 14.5312
6090 1.51621 14.5312
6100 1.52604 14.5313
6110 1.53695 14.5315
6120 1.52211 14.5315
6130 1.51139 14.5315
6140 1.50253 14.5316
6150 1.50503 14.5316
6160 1.50571 14.5316
6170 1.50443 14.5316
6180 1.50678 14.5316
6190 1.50868 14.5315
6200 1.50697 14.5313
6210 1.50356 14.5314
6220 1.51065 14.5314
6230 1.49697 14.5315
6240 1.49885 14.5314
6250 1.49473 14.5313
6260 1.50224 14.5313
6270 1.49694 14.5313
6280 1.49606 14.5312
6290 1.49668 14.5311
6300 1.48949 14.531
6310 1.49 14.5309
6320 1.48459 14.5308
6330 1.48469 14.5306
6340 1.48601 14.5304
6350 1.48646 14.5303
6360 1.48056 14.5301
6370 1.47676 14.5299
6380 1.47761 14.5297
6390 1.48167 14.5295
6400 1.47444 14.5294
6410 1.47714 14.5293
6420 1.48402 14.5291
6430 1.4946 14.529
6440 1.50787 14.5289
6450 1.51066 14.5287
6460 1.52311 14.5285
6470 1.52607 14.5283
6480 1.52084 14.5281
6490 1.52608 14.5279
6500 1.51701 14.5277
6510 1.51032 14.5275
6520 1.51214 14.5273
6530 1.51771 14.5271
6540 1.51844 14.5269
6550 1.51902 14.5267
6560 1.53359 14.5263
6570 1.53262 14.5261
6580 1.54031 14.5259
6590 1.53992 14.5257
6600 1.52505 14.5256
6610 1.52333 14.5254
6620 1.51894 14.5253
6630 1.52238 14.5253
6640 1.52163 14.5253
6650 1.52741 14.5253
6660 1.53069 14.5252
6670 1.52659 14.5251
6680 1.5242 14.5252
6690 1.52323 14.5254
6700 1.50924 14.5255
6710 1.52172 14.5256
6720 1.51863 14.5257
6730 1.51755 14.5258
6740 1.50661 14.526
6750 1.50496 14.5261
6760 1.49958 14.5263
6770 1.50143 14.5265
6780 1.50188 14.5268
6790 1.50995 14.527
6800 1.51325 14.5273
6810 1.51391 14.5275
6820 1.51134 14.5277
6830 1.50644 14.5278
6840 1.49564 14.5279
6850 1.49202 14.528
6860 1.48682 14.5282
6870 1.49265 14.5283
6880 1.48155 14.5284
6890 1.48319 14.5286
6900 1.48706 14.5287
6910 1.48851 14.5288
6920 1.48393 14.5289
6930 1.47574 14.529
6940 1.47572 14.5291
6950 1.47686 14.5292
6960 1.47666 14.5292
6970 1.48292 14.5293
6980 1.49512 14.5295
6990 1.49603 14.5296
7000 1.48804 14.5297
7010 1.47458 14.5298
7020 1.46912 14.5298
7030 1.48369 14.5299
7040 1.48173 14.5299
7050 1.48666 14.5299
7060 1.48597 14.5299
7070 1.49736 14.5301
7080 1.49925 14.5302
7090 1.49032 14.5303
7100 1.48968 14.5303
7110 1.49177 14.5303
7120 1.49959 14.5303
7130 1.50119 14.5303
7140 1.49753 14.5303
7150 1.49809 14.5303
7160 1.50375 14.5303
7170 1.50295 14.5303
7180 1.51254 14.5303
7190 1.50614 14.5303
7200 1.50716 14.5303
7210 1.5054 14.5304
7220 1.50035 14.5304
7230 1.50676 14.5303
7240 1.51137 14.5303
7250 1.50368 14.5303
7260 1.48669 14.5302
7270 1.49366 14.5302
7280 1.47687 14.5303
7290 1.47975 14.5302
7300 1.48502 14.5302
7310 1.49545 14.5303
7320 1.49577 14.5304
7330 1.49922 14.5303
7340 1.5011 14.5303
7350 1.49586 14.5302
7360 1.48494 14.5302
7370 1.47959 14.5302
7380 1.48236 14.53
7390 1.4755 14.5299
7400 1.47049 14.5298
7410 1.48069 14.5298
7420 1.48003 14.5298
7430 1.49576 14.5298
7440 1.50883 14.5299
7450 1.50841 14.53
7460 1.51004 14.5302
7470 1.51343 14.5304
7480 1.519 14.5305
7490 1.53044 14.5306
7500 1.52887 14.5306
7510 1.52798 14.5307
7520 1.52893 14.5308
7530 1.53114 14.5308
7540 1.52798 14.5309
7550 1.51703 14.5309
7560 1.51103 14.5309
7570 1.5126 14.5309
7580 1.52005 14.5309
7590 1.51785 14.5309
7600 1.5195 14.5309
7610 1.51131 14.531
7620 1.51659 14.531
7630 1.52159 14.5311
7640 1.51643 14.5313
7650 1.51294 14.5313
7660 1.51163 14.5314
7670 1.4972 14.5314
7680 1.49115 14.5314
7690 1.48687 14.5314
7700 1.48113 14.5315
7710 1.47601 14.5315
7720 1.47253 14.5314
7730 1.47281 14.5313
7740 1.4847 14.5313
7750 1.48189 14.5313
7760 1.46706 14.5312
7770 1.47028 14.5311
7780 1.46968 14.5309
7790 1.47629 14.5308
7800 1.48808 14.5307
7810 1.49887 14.5306
7820 1.50833 14.5304
7830 1.50919 14.5301
7840 1.50914 14.5299
7850 1.49341 14.5298
7860 1.50831 14.5297
7870 1.51331 14.5296
7880 1.51193 14.5295
7890 1.51756 14.5294
7900 1.51628 14.5293
7910 1.51024 14.5293
7920 1.49718 14.5292
7930 1.4834 14.5293
7940 1.47094 14.5293
7950 1.48287 14.5294
7960 1.49719 14.5294
7970 1.49553 14.5294
7980 1.5062 14.5294
7990 1.51217 14.5294
8000 1.50746 14.5294
8010 1.50502 14.5295
8020 1.50235 14.5295
8030 1.50069 14.5296
8040 1.50529 14.5297
8050 1.5114 14.5298
8060 1.5059 14.5299
8070 1.50799 14.5301
8080 1.51672 14.5303
8090 1.51813 14.5304
8100 1.51908 14.5305
8110 1.51901 14.5307
8120 1.51796 14.5308
8130 1.52758 14.5309
8140 1.52899 14.5311
8150 1.52124 14.5311
8160 1.50549 14.5312
8170 1.50793 14.5312
8180 1.50969 14.5312
8190 1.50915 14.5311
8200 1.49895 14.5311
8210 1.49876 14.531
8220 1.48838 14.531
8230 1.4912 14.531
8240 1.48253 14.531
8250 1.48346 14.531
8260 1.48227 14.5311
8270 1.48181 14.5312
8280 1.48829 14.5315
8290 1.47732 14.5317
8300 1.48265 14.5318
8310 1.4907 14.532
8320 1.49079 14.5323
8330 1.49999 14.5324
8340 1.5067 14.5327
8350 1.50473 14.533
8360 1.51118 14.5332
8370 1.50771 14.5335
8380 1.50197 14.5338
8390 1.50416 14.534
8400 1.49068 14.5343
8410 1.48872 14.5345
8420 1.49263 14.5346
8430 1.49731 14.5347
8440 1.50597 14.5347
8450 1.51023 14.5349
8460 1.49811 14.535
8470 1.49003 14.5351
8480 1.49035 14.5352
8490 1.49387 14.5352
8500 1.49183 14.5352
8510 1.5005 14.5352
8520 1.50463 14.5352
8530 1.50214 14.5353
8540 1.49972 14.5354
8550 1.49006 14.5356
8560 1.48928 14.5359
8570 1.48804 14.5362
8580 1.47693 14.5365
8590 1.47758 14.537
8600 1.47091 14.5374
8610 1.47622 14.5379
8620 1.48602 14.5383
8630 1.47281 14.5387
8640 1.46479 14.5391
8650 1.46726 14.5395
8660 1.46695 14.5398
8670 1.47068 14.5402
8680 1.47916 14.5406
8690 1.47367 14.541
8700 1.48079 14.5415
8710 1.48401 14.542
8720 1.48847 14.5424
8730 1.48583 14.5427
8740 1.47941 14.5431
8750 1.48169 14.5435
8760 1.49718 14.5438
8770 1.49389 14.544
8780 1.49087 14.5441
8790 1.48015 14.5443
8800 1.47736 14.5445
8810 1.48131 14.5447
8820 1.47369 14.5449
8830 1.47158 14.5451
8840 1.46906 14.5454
8850 1.47868 14.5455
8860 1.46639 14.5456
8870 1.46884 14.5458
8880 1.48105 14.5459
8890 1.49071 14.546
8900 1.48857 14.546
8910 1.47852 14.546
8920 1.48436 14.546
8930 1.47455 14.546
8940 1.47724 14.5459
8950 1.47841 14.5458
8960 1.46999 14.5456
8970 1.46906 14.5454
8980 1.46957 14.5452
8990 1.46719 14.545
9000 1.4744 14.5447
9010 1.46548 14.5443
9020 1.46641 14.5439
9030 1.4664 14.5435
9040 1.46361 14.543
9050 1.46156 14.5426
9060 1.47193 14.5421
9070 1.48129 14.5416
9080 1.47186 14.5412
9090 1.48282 14.5409
9100 1.48471 14.5406
9110 1.48127 14.5402
9120 1.47686 14.5398
9130 1.49154 14.5394
9140 1.48903 14.539
9150 1.48003 14.5387
9160 1.47886 14.5384
9170 1.47373 14.5381
9180 1.47395 14.5377
9190 1.48392 14.5374
9200 1.48278 14.537
9210 1.48558 14.5366
9220 1.5044 14.5361
9230 1.51583 14.5358
9240 1.52603 14.5353
9250 1.52797 14.5348
9260 1.53307 14.5345
9270 1.53491 14.5341
9280 1.53677 14.5337
9290 1.53115 14.5333
9300 1.52876 14.5329
9310 1.53117 14.5324
9320 1.52167 14.5321
9330 1.5203 14.5319
9340 1.52516 14.5317
9350 1.5166 14.5314
9360 1.51212 14.5312
9370 1.51288 14.5311
9380 1.51489 14.5311
